
--------------------------------------
Time,Value: 2025-02-26 15:33:56

--------------------------------------
Time,Value: 2025-02-26 15:35:57

--------------------------------------
Time,Value: 2025-02-26 15:36:22
Iter: 2 : mu_max_abs: 1.0115303949665701243899457934316574419194846334521452724543982198396690086269683310828708694755729934
Iter: 3 : mu_max_abs: 0.9871464465779005519549402193896945748697946233963750128870569904826099216578746696207308456713316170
Iter: 4 : mu_max_abs: 0.9871900912132531753948843962951794974538621420143375188303799395823454572189777817930060898725457772
Iter: 5 : mu_max_abs: 0.9871891106475847504423589094075287599563816803266450881527443448970971081272573818464116445434191249
Iter: 6 : mu_max_abs: 0.9871891277433789797221566751641387750617127877289030124477833686550197300079692717413517900762756447
Iter: 7 : mu_max_abs: 0.9871891277337262650533111636766839034618060507329694101000544871431571142371099289860828727433109160
Iter: 8 : mu_max_abs: 0.9871891277148254373473445635592047624814270331892364781462375847679514731243399925610295256029222885
Iter: 9 : mu_max_abs: 0.9871891277153804025692793381763923158372121348006389384519841547470082883416356042677589395935376764
Iter: 10 : mu_max_abs: 0.9871891277153721098383810854045366815715167329538622119332404507966809254275151300549858068645796091
Iter: 11 : mu_max_abs: 0.9871891277153722293164081968343442338675262815148244378741365914418310948117041892720417471769899767
Iter: 12 : mu_max_abs: 0.9871891277153722274598721317777490504719914966060621950662073351121992536403108153986941446942696303
Iter: 13 : mu_max_abs: 0.9871891277153722274909899583830169708833581078591392504659558939771796545838479837573266613141927852
Iter: 14 : mu_max_abs: 0.9871891277153722274904354276030792773235643385220268399067512041506944681810773203425878856156756831
Iter: 15 : mu_max_abs: 0.9871891277153722274904456765775907930778350145520046385804794175057812537243568084718056285689281354
Iter: 16 : mu_max_abs: 0.9871891277153722274904454949134703698473883639176154576460061709175758200862849472698759561106154146
Iter: 17 : mu_max_abs: 0.9871891277153722274904454967658312071090038128575363440699506460014830046429997037683761105602134880
Iter: 18 : mu_max_abs: 0.9871891277153722274904454968495141235921741255354619276690287165787585426829483679637610143940934722
Iter: 19 : mu_max_abs: 0.9871891277153722274904454968460210488866342111225447705961861473096140670068622861851780959087673055
Iter: 20 : mu_max_abs: 0.9871891277153722274904454968460758549397468216525727058295983209383236932787538362236904039193385959

--------------------------------------
Time,Value: 2025-02-26 15:36:24
Iter: 2 : mu_max_abs: 0.7098411365457934669535501617071074363783614486790318747815170348127059821496143260937166020324915889
Iter: 3 : mu_max_abs: 0.9871053652438822863032969597394932785786490376317504694620734356461749751801503779872401937853292960
Iter: 4 : mu_max_abs: 0.9873931568127834997882609952408267344517827503821131130327206515915387497400867433282272751231948363
Iter: 5 : mu_max_abs: 0.9874296025406982281398417023029382529412571414801626415349421943008641217740965585666376863971296097
Iter: 6 : mu_max_abs: 0.9874287724982569642468305841118119754702310984185806097494417119065333945623077696203744959168728053
Iter: 7 : mu_max_abs: 0.9874287880441983163958478614649578437840469248392297976043269194845456725333511445144088083686167970
Iter: 8 : mu_max_abs: 0.9874287877934967550759201171763355311833532610458611166161590213772413000536347563232805384670634999
Iter: 9 : mu_max_abs: 0.9874287877958767410394321664751927541748829233261535382341077366817380764315195601178152859744696767
Iter: 10 : mu_max_abs: 0.9874287877959267751455382911244961351979984429101015993561212864514747366380059869332389381223646808
Iter: 11 : mu_max_abs: 0.9874287877959227533054996388411759437574064061296175959651080010326176794488886514543973649923270483
Iter: 12 : mu_max_abs: 0.9874287877959229128019033255078622306472496897396814664721698051871483799017410853857283977929260898
Iter: 13 : mu_max_abs: 0.9874287877959229077789755806500234388551339235101356895692677105632006884352213284366411736808482017
Iter: 14 : mu_max_abs: 0.9874287877959229079196027860170710403150799495399860924242275207197082261536702435516394799661424687
Iter: 15 : mu_max_abs: 0.9874287877959229079159146034544209428295405580577790948628712330222725310458859586104825844425893087
Iter: 16 : mu_max_abs: 0.9874287877959229079160076302904740160974969870305927265193813869717438742813548076976779240157799813
Iter: 17 : mu_max_abs: 0.9874287877959229079160053530008601188874007013830535988266629243154927957109653248433546893154719904
Iter: 18 : mu_max_abs: 0.9874287877959229079160054067921735875423838857894686179629787496330198691433449743334357265150338590
